date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2024-10-15,87.9561638614459,89.37195587158203,87.15977874604782,89.37195587158203,774040,0.0,0.0,90.67,81.28,3.7,5.55,6.83
2024-10-16,89.37195507448111,89.81439049564192,88.48708423215952,88.92951965332031,506532,0.0,0.0,89.91,84.16,1.93,4.3,5.88
2024-10-17,89.81439129668888,89.81439129668888,88.48708502136834,89.37195587158203,285509,0.0,0.0,91.31,86.54,1.08,4.05,5.93
2024-10-18,88.92951367758765,89.81438446044922,88.39859255807637,89.81438446044922,296301,0.0,0.0,94.21,89.1,0.81,3.73,5.92
2024-10-21,90.25681985188,90.25681985188,88.48707828615686,89.81438446044922,264902,0.0,0.0,94.18,90.79,0.4,2.94,5.42
2024-10-22,89.81438635518931,89.81438635518931,86.80582427978516,86.80582427978516,597607,0.0,0.0,80.64,87.41,-2.41,-0.87,1.64
2024-10-23,86.80582828154273,88.92951965332031,86.80582828154273,88.92951965332031,363819,0.0,0.0,80.25,85.02,-0.02,0.94,3.84
2024-10-24,88.31011115041797,88.48708261523699,87.33674784082746,88.13313293457031,140121,0.0,0.0,66.32,78.79,-0.64,-0.48,2.57
2024-10-25,88.13313130786688,88.3985952512243,87.15977476727058,87.24826049804688,198180,0.0,0.0,48.49,68.69,-1.06,-1.57,1.28
2024-10-28,87.24826213745449,87.95616149902344,86.80582672423107,87.95616149902344,202908,0.0,0.0,43.43,60.27,0.16,-0.77,1.84
2024-10-29,87.60220851065624,87.60220851065624,86.00943838277841,86.45187377929688,246600,0.0,0.0,32.43,50.99,-1.47,-2.14,-0.07
2024-10-30,86.4518745968561,86.8943099975586,85.3900323355815,86.8943099975586,235098,0.0,0.0,31.92,44.63,-0.51,-1.42,0.22
2024-11-01,86.71733428955078,88.48707580566406,86.09792745932238,88.48707580566406,438226,0.0,0.0,42.49,43.92,1.24,0.49,1.74
2024-11-04,88.31010868062934,88.31010868062934,86.8943099975586,86.8943099975586,214399,0.0,0.0,39.66,42.5,-0.51,-0.99,-0.32
2024-11-05,86.54036791371844,87.15977478027344,86.54036791371844,87.15977478027344,132000,0.0,0.0,43.11,42.7,-0.02,-0.38,-0.24
2024-11-06,86.54036118629192,87.69068909918887,86.54036118629192,87.51371765136719,191130,0.0,0.0,51.6,45.67,0.14,-0.06,-0.06
2024-11-07,86.80582510608693,88.48708099520147,86.80582510608693,87.15977478027344,300676,0.0,0.0,53.44,48.26,-0.32,-0.26,-0.67
2024-11-08,87.60220504760743,88.92951118469239,87.60220504760743,88.48707580566406,526803,0.0,0.0,64.8,53.77,1.19,1.21,0.56
2024-11-11,88.92951965332031,88.92951965332031,87.86767734294591,88.92951965332031,244950,0.0,0.0,76.53,61.36,1.23,1.53,0.92
2024-11-12,87.86767410245608,88.04464556398233,87.24826048505719,87.33674621582031,269399,0.0,0.0,69.35,64.02,-0.62,-0.22,-0.85
2024-11-13,86.98280250291906,87.24825969279793,86.36338889114475,86.71733856201172,234100,0.0,0.0,53.53,60.52,-1.15,-0.96,-1.4
2024-11-14,86.54036793961814,87.2482605371745,85.39003318592485,86.98280334472656,359022,0.0,0.0,50.69,57.25,-0.81,-0.67,-0.99
2024-11-15,87.1597764195629,88.48708265945473,86.80582673871936,87.86767578125,421005,0.0,0.0,57.12,57.2,0.34,0.41,0.1
2024-11-18,87.69069077320746,88.48707580566406,87.60220504760743,88.48707580566406,333230,0.0,0.0,67.25,60.55,1.15,0.94,0.88
2024-11-19,88.48707580566406,88.92951118469239,87.9561547010357,88.48707580566406,292030,0.0,0.0,74.0,65.03,0.89,0.79,0.96
2024-11-20,88.92951965332031,88.92951965332031,88.92951965332031,88.92951965332031,254247,0.0,0.0,82.67,70.91,0.88,1.13,1.34
2024-11-21,88.92951965332031,88.92951965332031,88.04464881099872,88.92951965332031,156231,0.0,0.0,88.44,76.76,0.44,0.92,1.34
2024-11-22,88.92951888336246,88.92951888336246,88.31011199951172,88.31011199951172,91086,0.0,0.0,86.46,79.99,-0.36,0.24,0.63
2024-11-25,88.92951367758765,89.81438446044922,88.48707828615686,89.81438446044922,343223,0.0,0.0,90.98,83.65,1.04,1.85,2.19
2024-11-26,89.81439049564192,89.81439049564192,88.48708423215952,88.92951965332031,154103,0.0,0.0,87.32,84.87,-0.06,0.66,1.13
2024-11-27,88.48708265945473,88.929518072752,87.86767578125,87.86767578125,170339,0.0,0.0,69.98,79.91,-1.02,-0.67,-0.16
2024-11-28,87.86767491669369,88.04464637985987,87.24826129355492,87.77918243408203,156260,0.0,0.0,53.55,71.12,-0.86,-0.86,-0.31
2024-11-29,87.33674111977918,88.48707580566406,86.98279821737903,88.48707580566406,215130,0.0,0.0,53.41,65.22,-0.1,-0.13,0.49
2024-12-02,88.4870834660323,88.92951888336246,88.31011199951172,88.31011199951172,227048,0.0,0.0,51.23,60.55,0.04,-0.31,0.21
2024-12-03,88.48707580566406,88.92951118469239,88.39859008006403,88.48707580566406,193273,0.0,0.0,51.86,57.66,0.34,-0.11,0.34
2024-12-04,88.9295204464752,89.37195587158203,88.48708502136834,89.37195587158203,236466,0.0,0.0,62.7,59.34,1.0,0.84,1.23
2024-12-05,89.37194906901843,89.81438446044922,88.92951367758765,89.81438446044922,190510,0.0,0.0,75.13,64.6,1.04,1.24,1.58
2024-12-06,89.37195308391865,92.46900096306436,89.37195308391865,92.0265655517578,646497,0.0,0.0,80.73,69.98,2.71,3.3,3.88
2024-12-09,92.0265655517578,92.0265655517578,90.69925931783824,92.0265655517578,272296,0.0,0.0,84.47,74.81,1.86,3.04,3.69
2024-12-10,92.02656309546494,92.02656309546494,90.69925689697266,90.69925689697266,146145,0.0,0.0,78.89,76.17,-0.1,1.35,2.01
2024-12-11,91.5841285187064,92.0265639221784,91.14169311523438,91.14169311523438,163144,0.0,0.0,77.86,76.73,0.0,1.48,2.25
2024-12-12,92.0265639221784,92.0265639221784,91.14169311523438,91.14169311523438,140811,0.0,0.0,74.6,76.02,-0.29,1.1,2.01
2024-12-13,91.14169311523438,91.5841285187064,89.37195150134633,91.14169311523438,262197,0.0,0.0,72.2,74.75,-0.1,0.8,1.82
2024-12-16,92.0265679382035,95.5660513204421,92.0265679382035,93.35387420654295,817385,0.0,0.0,71.05,73.52,2.03,2.68,4.01
2024-12-17,93.7963096293228,93.7963096293228,92.46900336098332,93.35387420654295,315143,0.0,0.0,69.59,72.21,1.44,2.13,3.73
2024-12-18,93.79630443537346,94.6811752319336,93.3538690370934,94.6811752319336,319343,0.0,0.0,74.96,73.13,2.1,2.98,4.87
2024-12-19,94.23873392740886,94.23873392740886,90.69925096299912,91.58412170410156,454535,0.0,0.0,61.88,69.38,-1.33,-0.58,1.29
2024-12-20,91.58412686516256,92.02656226064646,90.25682067871094,90.25682067871094,507553,0.0,0.0,46.02,61.59,-2.58,-1.83,-0.28
2024-12-23,91.58412584268822,93.79630279541016,91.58412584268822,93.79630279541016,323530,0.0,0.0,54.49,59.22,1.15,1.83,3.4
2024-12-24,94.23874505210262,94.23874505210262,92.91143878376316,93.35387420654295,111403,0.0,0.0,57.75,58.73,0.67,1.05,2.66
2024-12-25,94.23874343068977,94.23874343068977,92.46900177001952,92.46900177001952,169025,0.0,0.0,55.17,57.54,0.19,-0.05,1.43
2024-12-26,92.46899932565042,93.35387013259444,91.14169311523438,91.14169311523438,170252,0.0,0.0,42.33,52.47,-1.15,-1.48,-0.21
2024-12-27,92.46900177001952,93.7963080155222,92.46900177001952,92.46900177001952,301145,0.0,0.0,44.89,49.95,-0.19,-0.19,1.02
2024-12-30,92.91143878376316,93.35387420654295,92.46900336098332,93.35387420654295,143288,0.0,0.0,53.26,51.05,0.86,0.76,1.71
2024-12-31,92.91143283038072,94.23873901367188,92.02656204151997,94.23873901367188,267574,0.0,0.0,68.84,56.98,1.62,1.62,2.35
2025-01-02,94.68117966424852,94.68117966424852,92.02656715029762,92.91143798828124,254694,0.0,0.0,65.89,59.95,0.1,0.38,0.72
2025-01-03,92.0265679382035,93.35387420654295,92.0265679382035,93.35387420654295,126552,0.0,0.0,64.76,61.56,0.09,0.67,1.01
2025-01-06,93.35387260035463,93.7963080155222,92.46900177001952,92.46900177001952,135122,0.0,0.0,55.67,59.59,-0.85,-0.52,0.02
2025-01-07,92.46900336098332,93.35387420654295,92.0265679382035,93.35387420654295,205045,0.0,0.0,57.95,59.05,0.09,0.48,0.91
2025-01-08,93.35387340727308,93.79630882626488,92.91143798828124,92.91143798828124,166952,0.0,0.0,55.3,57.8,-0.1,0.05,0.31
2025-01-09,92.91142781575522,92.91142781575522,91.58412170410156,91.58412170410156,166112,0.0,0.0,36.87,50.82,-1.24,-1.29,-1.15
2025-01-10,91.14169229647008,92.02656309546494,90.25682149747524,90.69925689697266,289551,0.0,0.0,27.91,43.18,-1.63,-2.19,-2.08
2025-01-13,88.92951449225932,90.25682067871094,88.48707909677543,90.25682067871094,393050,0.0,0.0,28.13,38.17,-1.64,-2.44,-2.51
2025-01-14,90.6992552433108,90.6992552433108,89.81438446044922,89.81438446044922,101013,0.0,0.0,25.9,34.08,-1.36,-2.54,-2.8
2025-01-15,89.81438528322707,91.14169146967868,89.81438528322707,90.25682067871094,139025,0.0,0.0,28.38,32.18,-0.29,-1.64,-2.16
2025-01-16,90.69926214690256,91.1416975720094,89.37195587158203,89.37195587158203,236130,0.0,0.0,24.47,29.61,-0.79,-2.23,-2.84
2025-01-17,89.81438528322707,90.69925607419482,89.81438528322707,90.25682067871094,149999,0.0,0.0,27.43,28.88,0.29,-0.92,-1.81
2025-01-20,90.25682149747524,91.58412769596752,90.25682149747524,90.69925689697266,117185,0.0,0.0,32.17,29.98,0.69,-0.24,-1.35
2025-01-21,90.69925689697266,91.58412769596752,90.25682149747524,90.69925689697266,119054,0.0,0.0,38.12,32.69,0.49,0.05,-1.18
2025-01-22,91.14169472914476,92.46900096306436,90.69925931783824,92.0265655517578,220468,0.0,0.0,55.04,40.14,1.56,1.61,0.34
2025-02-03,92.02656226064646,92.02656226064646,89.81438528322707,90.25682067871094,282445,0.0,0.0,51.51,43.93,-0.58,-0.2,-1.47
2025-02-04,91.14169311523438,92.0265639221784,90.69925771176236,91.14169311523438,152100,0.0,0.0,53.39,47.08,0.19,0.73,-0.51
2025-02-05,91.58412170410156,92.468992445204,91.14168633355035,91.58412170410156,188417,0.0,0.0,59.4,51.19,0.49,1.07,0.02
2025-02-06,91.5841309396844,92.46900177001952,91.5841309396844,92.46900177001952,110205,0.0,0.0,72.93,58.44,1.06,1.75,1.04
2025-02-07,92.468992445204,92.468992445204,91.58412170410156,91.58412170410156,116600,0.0,0.0,70.84,62.57,0.19,0.63,0.22
2025-02-10,91.58412602617236,91.58412602617236,89.81438446044922,89.81438446044922,412204,0.0,0.0,47.23,57.46,-1.65,-1.36,-1.55
2025-02-11,90.25682672179572,90.69926214690256,89.37195587158203,89.37195587158203,196340,0.0,0.0,31.49,48.8,-1.75,-1.75,-1.82
2025-02-12,89.37195587158203,90.69926214690256,89.37195587158203,89.37195587158203,156121,0.0,0.0,20.99,39.53,-1.27,-1.61,-1.66
2025-02-13,89.37195587158203,90.25682672179572,88.9295204464752,89.37195587158203,493309,0.0,0.0,18.16,32.41,-0.59,-1.46,-1.44
2025-02-14,87.15977558945164,88.92951722578569,86.18641903967364,87.60221099853516,1249068,0.0,0.0,19.62,28.14,-1.69,-2.94,-3.11
2025-02-17,87.9561638614459,89.37195587158203,87.9561638614459,89.37195587158203,285285,0.0,0.0,29.98,28.76,0.4,-0.88,-1.03
2025-02-18,89.3719465637207,89.3719465637207,88.48707580566406,88.48707580566406,166040,0.0,0.0,32.19,29.9,-0.4,-1.57,-1.89
2025-02-19,88.48708423215952,89.37195507448111,88.48708423215952,88.92951965332031,117476,0.0,0.0,36.02,31.94,0.2,-0.79,-1.33
2025-02-20,88.48708423215952,89.37195507448111,88.48708423215952,88.92951965332031,109513,0.0,0.0,40.95,34.94,0.3,-0.4,-1.28
2025-02-21,88.9295204464752,89.81439129668888,88.9295204464752,89.37195587158203,126100,0.0,0.0,50.83,40.24,0.4,0.35,-0.74
2025-02-24,89.37195507448111,89.37195507448111,88.48708423215952,88.92951965332031,123210,0.0,0.0,54.15,44.88,0.0,-0.05,-1.2
2025-02-25,88.48707580566406,88.92951118469239,88.39859008006403,88.48707580566406,165183,0.0,0.0,54.94,48.23,-0.5,-0.45,-1.6
2025-02-26,88.48707580566406,88.92951118469239,88.39859008006403,88.48707580566406,147100,0.0,0.0,57.76,51.41,-0.4,-0.35,-1.48
2025-02-27,88.48708423215952,88.92951965332031,88.48708423215952,88.92951965332031,209363,0.0,0.0,55.97,52.93,0.1,0.2,-0.89
2025-03-03,88.92951965332031,88.92951965332031,88.3101127641067,88.92951965332031,127424,0.0,0.0,51.04,52.3,0.2,0.05,-0.72
2025-03-04,88.48707580566406,88.92951118469239,87.7791764988075,88.48707580566406,209210,0.0,0.0,45.62,50.07,-0.2,-0.35,-1.11
2025-03-05,88.31010435446399,88.92951118469239,88.22161187783583,88.48707580566406,103952,0.0,0.0,42.01,47.38,-0.2,-0.35,-0.97
2025-03-06,88.9295204464752,89.37195587158203,88.9295204464752,89.37195587158203,106022,0.0,0.0,54.09,49.62,0.6,0.6,0.15
2025-03-07,89.37195507448111,89.37195507448111,88.48708423215952,88.92951965332031,138193,0.0,0.0,60.14,53.13,0.1,0.1,-0.15
2025-03-10,97.7782211303711,97.7782211303711,97.7782211303711,97.7782211303711,800315,0.0,0.0,73.42,59.89,7.91,9.03,9.41
2025-03-11,97.7782227725726,101.31770594986033,96.45091658108971,98.66309356689452,2884647,0.0,0.0,75.75,65.18,6.49,8.83,9.85
2025-03-12,99.1055263202784,102.20257401778709,98.66309093492,101.31770324707033,930216,0.0,0.0,81.79,70.71,6.41,10.2,12.06
2025-03-13,101.3177092632008,101.3177092632008,99.54796761668202,100.4328384399414,420400,0.0,0.0,83.77,75.06,3.09,7.84,10.41
2025-03-14,100.43283247635355,101.31770324707033,99.99039709099516,101.31770324707033,322494,0.0,0.0,87.13,79.09,1.42,7.36,10.65
2025-03-17,101.31771007337068,101.31771007337068,99.990403827868,100.87527465820312,332030,0.0,0.0,88.26,82.14,0.35,5.56,9.38
2025-03-18,100.87527465820312,101.31771007337068,100.43283924303556,100.87527465820312,237011,0.0,0.0,88.95,84.41,-0.09,4.2,8.7
2025-03-19,100.87527303780077,100.87527303780077,99.99040222167967,99.99040222167967,252374,0.0,0.0,87.25,85.36,-0.7,2.08,7.08
2025-03-20,99.99040222167967,100.43283762974022,99.54796681361915,99.99040222167967,203669,0.0,0.0,78.68,83.13,-0.62,0.98,6.45
2025-03-21,99.54796518598285,99.99040058680944,98.66309438432964,99.10552978515624,300204,0.0,0.0,67.84,78.04,-1.06,-0.93,4.94
2025-03-24,98.66309274209512,99.10552813555744,97.77822195517052,98.2206573486328,211405,0.0,0.0,48.56,68.21,-1.42,-1.86,3.52
2025-03-25,99.1055289640555,99.1055289640555,98.22065816973355,98.66309356689452,146161,0.0,0.0,40.71,59.04,-0.54,-1.41,3.46
2025-03-26,99.10553140555864,100.87527303780077,99.10553140555864,99.99040222167967,255100,0.0,0.0,47.97,55.35,0.8,0.04,4.22
2025-03-27,99.990403827868,100.87527465820312,99.10553299753288,100.87527465820312,233161,0.0,0.0,61.15,57.28,1.51,0.88,4.47
2025-03-28,100.87527303780077,100.87527303780077,98.6630959974981,99.99040222167967,194083,0.0,0.0,61.6,58.72,0.44,0.13,2.96
2025-03-31,98.2206573486328,98.66309274209512,97.77822195517052,98.2206573486328,300280,0.0,0.0,45.83,54.42,-1.33,-1.38,0.66
2025-04-01,98.22065979003906,99.54796600341795,97.77822438557942,99.54796600341795,121085,0.0,0.0,49.6,52.82,-0.18,0.09,1.44
2025-04-02,99.54796518598285,99.54796518598285,98.66309438432964,99.10552978515624,68100,0.0,0.0,47.35,50.99,-0.44,-0.27,0.45
2025-04-07,89.37195587158203,92.02656842222308,89.37195587158203,89.37195587158203,1504280,0.0,0.0,31.57,44.52,-8.1,-9.09,-9.42
2025-04-08,92.02656204151997,95.56604519696305,91.1416912526592,94.23873901367188,1387538,0.0,0.0,35.15,41.4,-1.93,-3.66,-4.74
2025-04-09,92.9114384437675,93.79630928608908,88.92951965332031,88.92951965332031,951962,0.0,0.0,23.43,35.41,-5.63,-8.22,-9.7
2025-04-10,97.7782271572444,97.7782271572444,95.56605007223888,96.8933563232422,779689,0.0,0.0,37.84,36.22,3.4,0.18,-1.53
2025-04-11,94.23874224825389,96.45091929633496,93.79630683863766,96.00848388671876,554530,0.0,0.0,44.98,39.14,3.14,-0.32,-2.16
2025-04-14,96.00848142677378,96.00848142677378,93.3538690370934,94.6811752319336,404237,0.0,0.0,48.04,42.11,0.56,-1.06,-3.23
2025-04-15,93.79630524391352,95.56604685228923,93.3538698418196,95.12361145019533,256200,0.0,0.0,51.47,45.23,0.84,-0.09,-2.47
2025-04-16,93.79630443537346,95.12361063021363,93.79630443537346,94.6811752319336,200036,0.0,0.0,52.37,47.61,-0.83,-0.19,-2.62
2025-04-17,94.23873901367188,95.12360980253264,93.79630361924148,94.23873901367188,101742,0.0,0.0,54.91,50.04,-0.75,-0.09,-2.74
2025-04-18,94.23873818595456,94.68117357649894,93.79630279541016,93.79630279541016,118036,0.0,0.0,54.94,51.68,-0.75,-0.0,-2.89
2025-04-21,93.79630279541016,95.12360896704332,93.79630279541016,93.79630279541016,185155,0.0,0.0,54.96,52.77,-0.56,-0.47,-2.57
2025-04-22,94.23873901367188,96.0084805913934,93.79630361924148,94.23873901367188,338529,0.0,0.0,43.31,49.62,0.09,-0.0,-1.87
2025-04-23,94.6811752319336,95.56604602849372,94.6811752319336,94.6811752319336,199205,0.0,0.0,43.16,47.46,0.56,-0.14,-1.22
2025-04-24,94.2387442452567,94.68117966424852,92.91143798828124,92.91143798828124,271184,0.0,0.0,28.77,41.23,-1.04,-1.59,-2.78
2025-04-25,93.7963080155222,93.7963080155222,92.02656635485198,92.46900177001952,282105,0.0,0.0,22.88,35.12,-1.23,-1.69,-2.86
2025-04-28,93.35387260035463,93.35387260035463,92.46900177001952,92.46900177001952,111002,0.0,0.0,18.96,29.73,-0.95,-1.46,-2.43
2025-04-29,92.91143201432138,94.23873818595456,92.468996623777,93.79630279541016,184104,0.0,0.0,27.45,28.97,0.57,0.09,-0.7
2025-04-30,93.35386822481112,94.23873901367188,92.46899743595031,94.23873901367188,410213,0.0,0.0,36.82,31.59,1.14,0.61,-0.02
2025-05-02,94.6811752319336,95.56604602849372,93.3538690370934,94.6811752319336,293352,0.0,0.0,46.77,36.65,1.23,1.04,0.71
2025-05-05,94.68117604810138,96.00848225438315,94.23874064600744,95.12361145019533,406800,0.0,0.0,57.11,43.47,1.13,1.37,1.39
2025-05-06,94.23874064600744,95.56604685228923,94.23874064600744,95.12361145019533,196118,0.0,0.0,64.0,50.31,0.56,1.22,1.08
2025-05-07,94.68117440810224,95.12360980253264,93.35386822481112,94.23873901367188,264021,0.0,0.0,61.18,53.93,-0.47,0.28,0.14
2025-05-08,94.23873818595456,94.68117357649894,93.35386740486577,93.79630279541016,211800,0.0,0.0,55.6,54.49,-0.84,-0.09,-0.59
2025-05-09,93.7963096293228,94.23874505210262,93.35387420654295,93.35387420654295,186326,0.0,0.0,45.4,51.46,-1.03,-0.61,-0.87
2025-05-12,93.7963096293228,94.68118047488244,92.91143878376316,93.35387420654295,300629,0.0,0.0,38.6,47.17,-0.66,-0.71,-0.73
2025-05-13,93.35387420654295,94.68118047488244,92.46900336098332,93.35387420654295,393020,0.0,0.0,34.07,42.81,-0.28,-0.8,-0.66
2025-05-14,93.79630361924148,94.68117440810224,93.35386822481112,94.23873901367188,243023,0.0,0.0,39.38,41.66,0.66,0.09,0.33
2025-05-15,94.23873818595456,95.12360896704332,93.79630279541016,93.79630279541016,239007,0.0,0.0,38.75,40.69,0.19,-0.33,-0.09
2025-05-16,94.23874224825389,96.45091929633496,94.23874224825389,96.00848388671876,448070,0.0,0.0,55.46,45.62,1.97,1.88,2.17
2025-05-19,96.00848307432952,96.00848307432952,94.68117685671206,95.56604766845705,288226,0.0,0.0,62.9,51.38,1.03,1.36,1.6
2025-05-20,95.56604602849372,95.56604602849372,94.6811752319336,94.6811752319336,313098,0.0,0.0,60.45,54.4,-0.19,0.47,0.61
2025-05-21,94.68117685671206,95.56604766845705,94.23874145083956,95.56604766845705,346004,0.0,0.0,66.23,58.35,0.47,1.27,1.48
2025-05-22,94.68117440810224,95.12360980253264,94.23873901367188,94.23873901367188,104130,0.0,0.0,58.97,58.55,-1.02,-0.19,0.09
2025-05-23,94.23873901367188,95.12360980253264,94.23873901367188,94.23873901367188,95500,0.0,0.0,54.13,57.08,-0.65,-0.28,0.02
2025-05-26,94.23873983365353,95.56604602849372,94.23873983365353,94.6811752319336,257066,0.0,0.0,50.37,54.84,0.0,0.05,0.38
2025-05-27,95.12361063021363,95.12361063021363,94.23873983365353,94.6811752319336,377309,0.0,0.0,44.69,51.46,0.0,-0.09,0.26
2025-05-28,94.68117440810224,95.56604519696305,93.79630361924148,94.23873901367188,288004,0.0,0.0,35.35,46.09,-0.19,-0.56,-0.23
2025-05-29,94.68117966424852,94.68117966424852,92.91143798828124,92.91143798828124,440482,0.0,0.0,23.57,38.58,-1.32,-1.87,-1.57
